SampleID	BibB1	Band	Year	Capture	Treatment	CRHn87	CRHn86	CRHn85	CRHn84	CRHn83	CRHn82	CRHn81	CRHn80	CRHn79	CRHn78	CRHn77	CRHn76	FKBP103	FKBP104	FKBP105	FKBP106	FKBP107	FKBP108	FKBP109	FKBP110	FKBP111	FKBP112	FKBP113	CRHR107	CRHR108	CRHR109	CRHR110	CRHR111	CRHR112	CRHR113	CRHR114	CRHR115	CRHR116	CRHR117	CRHR118	CRHR119	CRHR120	CRHR121	CRHR122	CRHR123	CRHR124	CRHR125	GRn18	GRn17	GRn16	GRn15	GRn14	GRn13	GRn12	GRn11	GRn10	GRn9	GRn8	GRn7	GRn6	GRn5
180573		272107217	2018	1	Dull_Predator	14.3	25.5	10.8	28.4	25.4	38.3	18.7	22.6	34.7	17.1	17.8	27.3	75.57	88.21	70.71	74.56	82.34	76.2	77.54	69.33	67.62	70.36	72.23	3.04	6.96	16.69	11.76	3.74	4.48	3.73	15.64	8.89	7.86	18.23	7.6	18.72	13.51	26.6	16.86	16.34	10.26	14.51						42.63	23.97	19.16	62.84	46.4	29.59	37.84	65.59	31.76
180574		272107804	2018	1	Control_Predator	12.4	20.1	3.5	17.5	15.8	25.1	14.4	12.2	24.0	10.7	13.0	15.0	51.47	68.26	48.78	51.53	66.1	57.15	66.75	54.1	52.16	55.57	49.61	4.86	1.73	16	20.03	7.15	5.43	4.35	16.46	9.22	8.89	17.72	8.17	14.88	11.31	20.82	12.79	15.47	8.34	12.29	46.46	47	7.29	3.95	2.38	40.9	26.7	17.97	67.71	40.25	23.22	33.55	71.04	32
180575		272106908	2018	1	Control_Stress	10.5	14.6	0.9	13.4	13.1	20.8	9.9	9.1	19.5	9.5	10.9	15.0	53.23	73.29	45.2	45.03	66.53	50.51	62.92	52.76	42.66	43.79	39.2	2.1	5.41	8.03	9.67	3.61	2.37	1.04	6.56	3.38	3.77	9.14	3.64	8.98	7.12	12.94	7.06	8.18	4.24	5.47						49.82	25.65	22.72	53.05	53.43	43.9	1.83	69.72	31.58
180576		272107807	2018	1	Control_Control	11.4	18.6	5.6	16.3	13.7	24.9	13.4	13.3	27.2	13.7	15.9	22.5	56.15	76.31	51.99	52.26	74.62	64.73	76.24	64.01	61.35	64.26	59.45	2.06	5.94	8.75	10.58	4.35	3.03	1.21	6.79	4.02	2.98	8.33	3.87	7.91	6.15	13.66	5.63	9.02	4.4	5.49	35.69	49.96	13.58	9.67	2.39	43.84	28.04	19.44	62.12	46.72	31.98	35.72	73.88	37.27
180580		272106708	2018	1	Dull_Stress	8.3	15.5	4.5	14.0	13.8	26.5	9.1	11.6	22.3	11.4	10.1	15.1	59.18	80.61	60.18	71.04	85.17	70.28	75.7	65.83	61.61	60.49	51.08	4.16	11.58	17.06	22.17	7.22	5.77	2.88	13.34	8.15	8.05	15.42	7.52	13.07	11.12	26.13	13.25	14.41	8.92	11.85						40.6	21.55	15.5	59.59	44.93	34.43	29.86	70.69	28.38
180581		272106817	2018	1	Control_Stress	13.4	18.5	0.9	19.5	14.3	23.4	11.2	11.9	23.0	11.0	14.2	18.1	66.67	81.25	59.85	60.4	79.19	65.38	66.5	59.04	48.18	47.16	43.98	3.05	5.37	9.93	12.51	4.11	3.77	1.46	9.39	3.89	4.62	9.24	4.83	9.62	7.93	14.06	5.57	9.03	4.39	5.57	30.29	52.22	27.92	10.72	3.43	47.96	24.5	19.01	60.86	49.15	37.17	35.85	71.82	32.98
180582		272106613	2018	1	Control_Predator	13.6	18.5	0.9	17.4	15.1	24.7	12.9	14.2	25.5	12.7	13.2	18.0	61.34	80.7	58.21	65.96	80.58	61.15	76.89	66	64.34	66.34	57.94	4.76	10.15	18.86	22.04	9.78	5.94	3.94	18.28	11.57	9.75	19.36	9.14	19.28	15.79	27	14.51	16.55	9.2	15.29	43.64	44.49	7.26	6.12	1.96	39.97	21.12	13.29	53.71	39.77	29.41	64.87	66.19	23.89
180583		272107750	2018	1	Dull_Predator	11.6	19.9	5.0	16.3	14.6	21.1	11.5	12.1	24.4	11.3	16.0	22.2	73.18	88.06	69.33	72.76	86.58	82.85	80.69	73.27	71.01	73.33	72.02	6.26	3.47	21.26	23.47	9.71	6.67	5.68	19.57	12.64	10.44	24.31	10.28	21.63	17.95						44.24	50.74	8.17	8.15	2.37	45.89	23.18	16.69	55.82	46.88	34.34	39.42	70.27	32.68
180587		263113706	2018	2	Dull_Stress	15.0	21.9	3.2	19.2	16.8	27.9	13.4	15.0	28.2	13.9	14.4	21.4	55.69	60.39	47.52	41.63	50.41	41.68	44.87	33.34	28.2	26.15	25.28	3.47	7.37	13.42	16.29	4.38	2.7	1.25	12.18	6.43	7.42	13.69	5.44	12.81	12.07	23.65	10.67	10.29	5.44	9.1	48.03	46.37	7.84	7.07	1.86	47.97	22.07	20.12	56.58	47.72	37.37	33.31	63.42	25.35
180588		272107297	2018	1	Dull_Predator													69.8	84.92	71.79	78.15	87.13	87.17	79.51	72.7	70.88	72.27	68.64	1.96	5.98	10.86	11.06	4.71	4.16	2.6	11.57	4.75	4.81	10.1	4.07	8.67	8.97	17.62	7.64	10.51	5.77	6.44						53.38	29.78	23.13	54.24	50.3	40.13	1.07	69.3	31.42
180589		272107112	2018	1	Control_Predator													56.8	76.66	53.11	52.08	72.42	56.82	62.4	53.4	43.94			2.56	4.99	10.7	11.53	4.6	3.41	2.2	10.01	5.09	5.44	8.94	3.7	7.96	8.5	19.5	8.03	11.1	6.25	7.26	31.22	46.73	11.04	8.19	2.66	31.58	15.58	12.12	51.84			57.49	63.47	28
180590		272107153	2018	1	Control_Predator	10.6	2.4	0.0	15.9	13.4	21.1	0.0	13.0	25.7	19.9	20.8	19.5	53.58	76.32	51.08	49.11	71.36	48.33	58.99	49.93	38.42			2.88	7.53	9.58	15.17	5.71	3.98	3.16	12.38	6.78	6.89	12.01	5.12	13.29	10.29	24.23	10.68	11.74	8.83	9.65	43.33	46.87	17.05	6.02	1.93	36.86	15.89	13.05	52.38			30.19	60.43	22.94
180591		272106711	2018	1	Control_Control	11.5	18.9	0.0	19.5	0.0	27.8	13.4	0.0	26.8	17.0	8.9	12.6	51.66	68.3	47	41.64	64.01	51.5	59.27	43.43	39.05	40.16		3.44	7.4	8.51	11.17	5.38	4.25	3.06	8.29	6.23	4.82	10.4	4.46	9.64	8.2	19.71	9.42	10.98	8.18	9.96	19.2	46.4	20.57	10.81	2.95	42.67	19.76	15.72	54.12			67.22	65.54	33.67
180596		272107811	2018	1	Control_Control	18.5	26.4	4.4	21.8	3.3	40.5	1.7	19.0	7.5	28.3	17.3	10.0	58.07	78.52	51.78	53.86	72.49	57.36	68.81	56	53.78	62.17	57.43	3.91	7.72	12.62	15.54	6.25	4.85	2.78	9.95	5.97	5.53	10.88	5.44	10.35	8.24	21.69	9.98	13.25	9.32	10.52	47.33	44.24	6.81	7.67	3.68	45.73	20.35	18.11	58.63			32.3	64.69	32.09
180597		272107810	2018	1	Control_Predator	11.4	17.6	0.0	14.4	11.8	17.7	9.6	9.0	16.6	7.5	9.1	12.8	46.09	64.75	44.11	38.12	56.73	48.44	54.74	43.91	39.16	40.05	41.21	2.34	3.23	6.3	9.4	4.09	3.21	1.6	8.49	3.25	4.29	8.75	4.37	8.65	6.76	16.9	7.74	10.11	7.56	6.83	29.71	43.41	10.51	9.54	2.04							62.48	61.71	25.99
180598		272106819	2018	1	Dull_Predator	18.6	27.2	9.2	23.7	22.6	34.7	20.5	24.3	44.6	27.0	26.2	41.9	62.94	78.41	57.07	56.88	73.02	61.73	69.14	55.54	47.16	47.74	42.91	5.04	10.78	18.59	21.93	8.95	4.92	5.29	17.74	11.28	9.24	17.43	6.82	15.3	14.75	25.9	15.1	17.34	11.07	15.31	37.38	35.86	6.34	4.06	1.75	28.65	11.34	8.1	42.18			47.19	52.97	15.85
180599		272107261	2018	1	Control_Control	18.3	27.4	11.0	21.8	23.8	35.3	20.4	20.3	35.0	17.4	18.6	27.1	59.73	77.1	52.94	50.38	70.33	57.49	59.63	51.39	45.79			3.14	6.06	7.23	10.79	3.71	2.78	2.18	7.39	4.91	5.04	8.18	3.77	6.55	5.99	13.74	6.68	8.31	5.49	5.98	36.51	43.13	6.59	7.14	1.51	23.93	15.4	10.5	48.05			34.68	61.82	29.11
180600		272107258	2018	1	Dull_Stress	11.3	18.1	1.1	14.6	13.8	22.2	10.0	12.1	22.2	9.0	10.5	14.7	57.95	74.73	52.18	52.28	72.02	49.86	68.56	53.66	49.9			2.14	4.18	7.15	7.62	3.4	2.82	1.51	8.14	3.94	4.25	8.08	2.82	7.24	6.91	15.26	6.03	9.03	5.15	5.02	41.55	47.67	20.02	6.86	2.53	49.36	25.37	19.49	58.63			29.44	66.79	28.24
180601		272107787	2018	1	Control_Predator	9.2	13.2	5.0	12.7	12.5	16.6	11.1	9.8	18.1	12.8	12.3	18.0	58.86	79.39	50.38	51.41	71.63	56.28	67.29	57.27	48.7			1.64	5.86	5.5	9.97	3.07	2.66	1.63	7.64	3.54	3.38	7.26	3.39	6.48	5.89	12.59	4.84	10.33	6.23	5.5	41.05	44.1	16.86	3.57	2.35	45.02	20.08	16.4	55.67			1.95	67.16	29.46
180602		272106913	2018	1	Dull_Predator	12.8	25.9	7.8	20.8	22.6	32.0	16.6	16.8	29.8	15.0	15.9	27.5	50.12	68.62	42.08	36.4	54.75	39.95	48.14	33.63	28.46			4.6	9.89	17.97	22.87	10.51	7.07	4.42	18.93	11.62	11.2	19.82	8.26	16.22	15.99	30.38	14.52	17.9	13.46	16.29	44.48	46.17	5.66	5.4	1.82	35.92	22.54	12.83	55.06	35.92	30.78	27	64.53	22.66
180603		272106912	2018	1	Control_Stress	12.4	20.3	3.6	18.1	19.9	28.5	14.3	16.1	28.3	15.4	16.7	24.0	58.96	77.83	53.91	57.28	77.17	65.65	64.74	57.02	49.18	53.61	49.92	1.45	1.46	9.38	10.61	4.33	3.35	1.97	8.32	4.13	3.87	11.42	3.74	9.87	9.23	22.05	11.49	12.85	5.81	6.82	49.5	49.62	1.41	0	2.42	33.97	20.54	13.9	58.24	42.64	33.93	29.29	62.58	27.41
180604		272107786	2018	1	Control_Control	8.2	15.4	2.6	12.0	14.1	23.0	12.4	11.3	23.6	11.5	14.4	23.0	50.39	66.4	47.46	44.46	54.95	49.52	48.08	40.33	32.47			2.33	4.77	6.8	9.78	4.26	3	2.11	7.95	4.74	3.47	7.95	3.86	8.77	7.5	17.39	5.75	10.62	5.97	6.4	46.85	49.66	1.78	5.99	1.83	39.47	21.49	17.04	54.48			64.87	62	28.49
180611		272107794	2018	1	Control_Control	0.0	0.0	7.5	0.0	0.0	14.4	29.2	13.9	11.2	17.4	15.8	8.6	62.13	80.17	59.82	63.46	77.62	68.86	72.26	58.71	55.2	55.55		2.43	5.47	8.03	9.55	4.03	2.85	1.63	8.17	3.95	4.65	7.8	3.24	7.19	7.68						39.8	41.17	5.56	6.58	2.66	40.27	17.1	15.6	52.97			29.59	65.05	23.61
180612		272107699	2018	1	Control_Stress													63.37	85.7	60.21	68.29	83.66	77.61	72.89	65.63	58.27	60.31	58.78	3.23	7.15	10.76	17.41	5.61	5.2	3.32	13.26	6.49	6.35	12.31	4.84	10.84	9.19	20.78	8.59	11.07	8.16	7.29	38.81	46.7	7.84	6.11	1.31	29.41	16.1	11.66	47.58	44	35.64	36.61	66.53	34.04
180613		272107790	2018	1	Dull_Predator	12.4	22.9	4.8	16.0	13.7	21.4	12.0	12.6	23.9	12.4	10.2	16.3	61.77	82.56	62.51	59.79	76.83	66.14	74.76	58.73	53.97	63.03	60.19	1.46	7.08	9.57	12.32	4.52	3.52	3.02	10.78	5.76	5.56	10.14	4.14	11.11	8.37	19.95	6.43	13.18	8.53	8.55	47.7	52.22	2.47	7.28	3.55	41.32	26.57	25.42	65.38	49.92	41.74	62.31	69.64	31.39
180614		272108041	2018	2	Dull_Control	13.0	24.6	3.2	17.5	16.3	28.0	15.6	12.7	27.6	11.9	12.2	17.6	75.9	84.96	68.62	78.25	89.45	81.69	79.67	70.95	67.42	64.8	62.18	2.01	6.03	6.92	9.02	5.44	5.7	3.52	7.72	6.44	5.04	10.57	4.11	8.67	7.75	15.45	8.21	9.9	7.33	7.21	48.7	47.11	7.39	4.49	2.86	46.26	20.06	18.17	58.7	51.43	45.48	32.44	69.61	30.28
180615		272106911	2018	2	Blood	12.4	20.3	2.8	15.9	6.1	23.8	3.4	13.2	15.3	11.3	11.9	14.8	66.62	83.91	64.84	65.4	83.85	75.04	76.73	67.48	63.97	62.73	59.1	3.64	7.69	15.77	15.35	5.25	6.93	3.36	13.06	7.61	7.98	12.12	6.32	13.52	11.05	25.75	12.66	13.56	10.59	11.39	40.93	46	18.2	8.03	3.28	47.2	19.28	16.19	55.96	50	48.22	2.7	72.18	29.68
180617		272107812	2018	1	Control_Stress	11.9	20.6	3.4	15.4	15.5	24.7	13.5	15.8	28.6	12.3	12.8	19.3	61.28	80.06	50.39	58.76	81.8	58.86	70.67	57.67	55.56	59.28	50.68	1.8	1.79	9.4	11.52	3.69	4	2.35	10.69	5	4.3	8.96	3.28	9.72	9.73	22.39	8.28	11.63	9.9	9.28	39.69	41.3	7.33	6.56	1.84	35.91	18.65	13.83	54.54	45.24	37.81	28.13	63.63	24.87
180618		156181156	2018	1	Dull_Control	12.1	18.6	5.4	15.9	13.0	19.7	12.4	10.2	18.6	12.5	12.5	15.1	58.21	76.94	52.43	52.77	71.07	60.94	68.04	56.43	49.37	54.59	54.67	4	8.44	11.62	16.81	6.69	4.75	3.7	11.96	6.87	6.68	13.2	5.41	12.22	11.37	22.24	12.09	16.35	9.87	11.54	54.7	53.03	2.3	7.01	3.24	42.68	26.73	19.88	60.55	47.25	39.75	65.22	65.51	32.88
180619		272107779	2018	1	Dull_Control	14.5	21.0	6.0	18.5	16.9	28.7	11.5	17.9	26.1	14.5	13.8	21.7	59.54	76.71	53.85	53.4	74.04	60.5	64.77	52.03	49.27	51.49	46.14	2.56	7.43	10.49	13.79	6.04	4.68	3.15	11.18	5.94	5.33	12.28	4.21	9.31	8.04						35.72	36.74	11.58	4.6	1.56	36.09	11.9	8.76	46.69	42.44	39.52	26.15	61.31	19.86
180621		272106909	2018	2	Blood	13.7	20.5	3.1	19.8	14.9	27.9	13.7	15.3	29.4	14.6	17.7	24.9	53.39	78.18	53.1	54.8	69.97	54.04	56.13	48.32	38.07	42.04	41.42	3.25	7.37	11.72	14.78	5.56	3.81	3	11.64	6.53	5.06	10.98	5.76	12.89	11.97	24.38	11	12.35	8.09	10.76	28.06	41.22	10.32	8.45	2.16	30.55	13.36	10.4	37.77	41	33.27	54.7	55.13	23.14
180622		272106635	2018	2	Control_Control	10.4	20.8	1.4	19.5	15.2	24.1	13.9	14.8	26.6	12.6	12.2	17.7	65.36	89.82	71.71	77.58	91.86	84.26	80.34	76.29	78.17	76.96	65.3	2.07	2.03	6.93	9.73	4.78	3.23	2.03	10.15	4.82	5.79	10.83	3.67	9.19	7.8	18.84	8.1	8.94	6.8	8.38	50.84	54.1	21.63	9.77	3.76	48.76	22.2	18.85	61.08			66.18	67.88	28.89
180623		272106733	2018	2	Control_Stress	12.2	17.1	2.3	14.7	15.5	22.6	12.4	14.2	26.2	12.5	13.6	21.4	36.41	52	29.48	25.09	41.51	32.83	39.57	30	23.58			2.03	4.85	6.49	6.87	3.01	2.15	1.43	6.68	3.58	3.69	6.96	2.97	6.21	6.77	13.83	6.22	7.29	4.93	5.23	49.55	51.05	7.79	9.17	2.37	41.12	25.39	19.46	61.23			34.93	70.89	28.8
180624		272107739	2018	2	Control_Predator	16.9	28.1	4.1	22.0	0.0	46.4	9.8	26.6	7.4	11.8	11.7	0.0	68.63	83.94	64.43	73.37	83.89	63.14	71.74	61.89	60.86	63.08	57.65	3.27	6.84	9.56	10.53	4.6	3.16	2.47	9.28	5.07	4.05	9.61	4.19	10.28	9.11	20.47	10.19	10.83	7.66	7.08	42.16	45.78	17.23	6.98	2.02	45.43	22	19.51	56.96	49.61	42.76	29.8	66.62	29.86
180625		272107749	2018	2	Dull_Stress													57.28	73.48	51.17	50.88	59.9	53.95	52.32	44.89	44.17	45.41	45.58	2.72	6.8	8.59	13.05	4.51	3.9	2.85	9.16	4.86	4.79	10.08	4.11	9.76	8.82	17.82	9.35	10.53	6.88	7.84	46.85	48.19	8.36	5.41	3.22	44.43	20.35	16.41	52.02	45.76	45.42	31.84	62.9	29.46
180628		272106696	2018	1	Control_Predator													57.62	83.28	54.31	64.17	83.01	69.49	72.36	65.76	57.63	62.54	63.28	2.35	7.86	7.99	12.24	4.39	3.85	2.52	9.12	5.41	4.64	9.34	3.44	10.02	11.4	18.76	8.33	10.15	6.27	6.99	41.88	42.23	5.49	6.43	2.15	31.57	18.93	14.7	52.7	44.61	39.19	2.66	63.24	30.21
180629		272107802	2018	2	Dull_Stress													67.32	84.01	69.05	67.14	84.35	75.14	75.11	68.97	60.13	64.75	63.02	2.27	5.88	8.2	11.14	4.21	3.82	2.94	10.06	5.86	4.95	9.58	3.95	9.4	7.79						50.11	49.18	7.98	5.9	2.51	47.83	22.33	20.05	59.94	51.06	45.4	31.44	71.09	31.8
180630		240134898	2018	2	Control_Stress													56.77	76.03	53.11	49.47	70.87	59.25	67.23	56.13	48.36	59.93	59.08	3.04	8.55	9.22	11.85	4.72	4.58	4.11	11.97	6.97	7.58	11.15	4.21	12.95	11.58	28.29	10.36	15.76	10.68	11.38	47.4	51.37	7.83	9.94	3.44	49.21	29.65	23.2	66.07	51.87	44.36	1.93	65.81	29.21
180631		272107764	2018	2	Control_Stress													67.34	83.75	65.75	67.29	81.54	71.7	72.42	63.75	51.29	55.94	50.92	1.89	7.28	8.16	11.55	5.53	4.1	3.49	11.39	7.79	5.5	10.62	4.64	8.9	9.32	20.3	9.47	11.49	6.88	7.14	44.98	45.35	1.87	8.59	2.62	38.91	23.21	17.74	59.55	47.56	40.16	32.05	71.13	34.93
180632		272107016	2018	2	Dull_Predator													77.32	92.01	77.28	83.82	91.58	91.55	84.47	79.06	78.48	80.41	73.11	4.96	7.24	14.66	19.68	8.32	6.99	0	17.17	10.08	7.67	15.67	7.17	14.22	11.1	29.47	14.96	16.29	11	13.36	38.25	44.59	16.47	5.51	0	41.16	17.39	13.59	54.46	45.5	46.03	1.86	67.32	26.51
180633		272107801	2018	2	Control_Predator	15.8	29.6	8.7	22.1	24.0	29.9	21.5	22.9	33.1	22.2	19.4	29.5	73.46	90.05	69.38	77.71	89.41	79.18	78.63	73.82	69.13	75.33	68.58	3.81	10.77	15.99	21.49	9.09	6.79	5.23	15.1	11.3	8.2	16.39	7.68	18.66	14.27	29.91	15.89	17.47	12.79	15.88	35.44	37.55	6.71	4.18	1.2	24.18	13.95	9.14	48.91	37.73	30.26	55.2	64.21	24.39
180634		272106901	2018	2	Control_Stress													65.7	84.65	64.81	66.42	81.74	76.5	80.1	65.84	62.55	70.36	63.16	0	0	7.92	11.89	0	0	0	11.11	4.23	5.39	8.46	0	9.85	9.14	16.94	8.51	12.03	8.12	0						43.4	17.03	14.46	42.88	48.72	45.18	26.72	65.26	24.54
180635		263113706	2018	3	Dull_Stress	15.4	23.7	4.2	17.3	17.3	24.1	12.5	15.4	24.2	11.4	12.9	19.9	55.02	63.87	44.96	44.64	55.25	42.99	45.53	35.79	31.08	27.8	25.58	4.08	10.5	12.78	13.91	5.7	4.4	3.42	10.74	6.34	5.92	11.38	5.38	10.41	10.64	25.62	12.33	10.62	9.31	11.74	43.64	48.73	8.27	7.16	2.53	45.17	21.9	18.61	57.04	52.8	48.46	31.1	64.96	28.7
180637		272106822	2018	1	Control_Stress	15.9	25.8	0.0	20.0	19.5	32.5	13.1	17.7	31.1	13.8	15.0	27.5	64.56	85.5	67.15	68.69	82.06	72.05	72.42	63.71	56.55	57.08	50.4	0	6.09	9.39	11.34	3.85	3.56	0	10.31	5.63	5.02	9.54	0	9.23	7.1	14.76	6.56	8.5	6.5	7.96						50.84	21.46	18.32	47.31	53.75	49.69	0	68.16	32.07
180638		272106728	2018	1	Control_Control	10.1	21.9	5.9	17.5	16.4	24.1	12.2	15.3	24.8	10.4	13.4	18.7	64.37	83.33	62.01	66.62	80.09	53.47	64.3	55.22	45.63	44.69	37.83	2.86	8.31	13.31	17.4	7.4	4.65	2.85	13.64	7.8	7.57	13.37	5.09	11.64	11.44	22.08	9.09	16.09	10.23	12.43	50.42	52.51	9.48	4.93	2.67	46.65	24.25	19.69	58.15			69.66	67.25	32.58
180639		272107698	2018	1	Dull_Stress													64.23	81.66	62.5	65.9	83.06	71.21	71.5	65.85	57.55	58.17	45.07	3	6.01	10.56	12.48	6.01	3.74	2.46	10.41	6.67	5.11	10.39	4.91	11.57	10.22	21.57	9.65	12.43	8.49	9.93	37.41	40.97	5.71	5.34	1.05	25.41	10.62	9.03	46.33	40.28	33.29	55.39	63.02	25.65
180640		272106823	2018	1	Dull_Stress	11.9	18.6	5.4	17.8	0.0	33.3	9.2	14.2	16.8	7.2	10.9	17.3	59.89	75.52	52.91	50.21	71.36	51.33	62.31	50.74	46.64	48.84	46.71	1.67	5.94	8.09	11.48	4.1	3.26	2.08	9.39	4.63	4.86	10.55	3.8	8.66	6.86	17.54	8.1	11.88	6.7	8.88	39.08	42.62	2.06	6.39	2.25	33.3	16.33	14.18	51.11	44.09	36.89	57.73	66.53	24.74
180641		272107748	2018	2	Control_Control													62.57	73.17	52.29	51.37	68.34	52.55	58.08	44.67	43.65	48.02	44.41	3.67	5.83	10.82	14.3	7.4	4.31	3.33	12.69	6.41	6.67	10.47	6.47	11.32	8.05	15.4	8.17	10.18	5.97	7	36.62	54.79	26.23	12.96	5.41	51.88	23.07	19.86	60.62	56.84	46.24	32.96	72.78	31.74
180642		272106905	2018	2	Dull_Predator													64.39	80.92	60.44	58.86	75.28	67.99	73.38	60.08	57.1	59.95	56.85	1.75	5	6.61	8.35	2.92	2.94	1.78	9.21	3.87	4.07	8.37	3.28	10.21	7.07	14.6	6.46	8.81	5.64	7.71	47.7	46.98	9.01	5.55	3.4	45.11	20.94	19.42	62.92	55.06	48.74	1.94	78.11	33.16
180643		272107805	2018	2	Dull_Control													59.36	76.35	52.42	51.46	73.22	57.25	66.16	52.46	48.33	48.57	44.57	2.1	7.54	7.75	10.76	3.6	3.41	1.83	7.28	3.84	3.3	7.32	3.22	6.78	7.38	13.46	6.93	11.53	7.93	6.27	30.08	46.44	22.48	8.94	3.09	48.77	19.71	14.92	57.94	48.76	45.25	30.68	62.04	25.38
180644		272107806	2018	2	Control_Control	19.7	26.8	0.0	22.5	21.1	33.6	19.7	25.0	26.6	17.3	15.9	28.6	77.56	92.2	78.16	86.36	91.63	74.17	83.79	77.3	80.89	80.7	72.66	4.4	1.7	11.19	13.59	5.22	5	3.44	12.46	5.21	6.36	11.08	3.83	12	10.58	21.06	9.61	9.79	7.54	9.21	41.16	45.02	18.07	10.06	0	42.09	20.38	17.63	53.91	48.16	45.92	29.08	66.61	30.02
180645		272106904	2018	2	Dull_Predator	9.1	19.5	4.0	16.4	15.3	23.8	12.5	14.0	25.2	13.3	12.6	19.2	62.52	81.23	62.26	63.09	79.89	71.94	68.54	61.15	53.18	53.15	50.62	3.14	6.02	5.95	8.25	2.81	2.95	1.83	6.99	3.22	3.53	7.5	3.18	6.49	6.85	11.4	7.22	9.57	5.71	6.18						48.94	29.32	21.07	59.17	53.79	41.77	69.48	65.97	39.1
180646		272106907	2018	2	Control_Predator	11.7	18.8	6.6	17.8	16.0	25.7	14.3	13.9	20.6	12.7	10.7	14.2	72.25	88.95	73.38	80.85	90.59	78.29	78.01	69.75	64.97	66.73	68.05	0	4.75	5.14	8.89	2.98	2.91	0	6.07	3.84	2.42	5.12	2.75	6.75	6.98	11.61	5.99	8.28	0	0	38.16	48.35	12.44	8.31	2.78	42.52	18.32	14.66	53.2	49.31	47.02	61.62	60.88	31.45
180647		272107161	2018	2	Dull_Control	12.5	20.4	0.0	22.4	18.4	26.3	13.5	17.6	25.7	15.9	13.2	19.8	57.24	77.43	56.25	54.14	74.59	65.04	70.21	61.74	53.15	58.19	56.39	0	6.13	10.24	12.02	3.97	0	3.28	11.3	6.54	5.06	9.02	4.37	8.77	7.63						48.73	47.14	2.46	7.16	3.5	43.77	20.23	16.45	52.58	50.63	44.85	61.13	61.11	28.37
180648		272106908	2018	2	Control_Stress	9.1	13.1	0.0	13.9	11.3	20.4	7.0	9.0	18.3	7.8	9.4	12.7	50.68	73.57	44.36	46.1	67.91	51.68	63.24	53	41.35	43.15	39.34	0	4.93	5.48	8.37	0	0	0	6.38	0	3.45	5.97	0	6.38	5.03	13.69	6.19	8.83	5.45	6.63						53.12	27.78	22.52	53.54	55.17	49.98	0	71.19	33.61
180649		272107298	2018	2	Dull_Stress	14.1	25.1	8.0	20.8	20.3	30.6	15.1	18.7	29.3	15.1	15.4	21.7	72	86.75	70.8	73.94	84.77	81.95	78.24	71.74	67.37	62.94	62.36	2.67	5.54	9.51	9.75	4.77	3.38	1.69	7.59	4.59	3.49	7.27	4.18	7.5	8.26	15.94	6.02	7.92	5.16	5.24	43.07	45.87	7.43	4.71	1.22	16.01	6.85	5.87	40.66	35.1	28.72	61.67	64.33	24.68
180650		272107599	2018	2	Control_Control	18.3	34.4	9.1	30.0	23.1	43.7	21.7	26.2	41.4	25.6	25.5	40.8	64.57	80.83	55.6	54.96	77.65	63.58	67.54	59.62	49.29	48.48		2.43	2	15.54	18.31	8.25	6.91	4.57	16.71	9.75	10.63	18.8	7.98	17.89	16.9	30.92	18.32	22.57	12.72	15.83	26.86	44.23	12.4	8.09	2.48	40.85	18.93	13.68	51.25	44.09		62.09	62.77	22.09
180651		272107809	2018	2	Control_Predator													67.18	84.08	62.48	66.73	84.22	61.33	70.48	61.76	55.14	54.04	48.23	0	3.31	5.51	6.03	2.48	2.31	0	5.51	2.4	2.92	5.54	0	6.47	4.45	10.31	3.77	7.28	3.56	3.32	34.95	38.53	1.21	4.2	0	24.93	11.33	7.9	42.27	38.25	32.44	57.85	64.26	22.13
180652		232146953	2018	2	Dull_Control													75.92	88.28	73.48	76.73	86.76	81.62	82.5	72.76	66.9	70	69.97	2.55	8.25	13.33	16.53	7.46	4.52	3.96	12.55	6.94	6.94	12.52	6.23	14.56	12.32	24.1	11.72	12.71	8.8	10.05	50.02	53.67	2.58	5.22	3.27	46.79	23.91	22.14	57.17	47.64	40.08	66.63	76.2	37.66
180653		272107807	2018	2	Control_Control													55.9	80.97	49.6	57.17	79.55	64.33	74.79	67.97	61.82	66.79	63.18	0	5.87	5.49	9.64	3.09	0	0	7.38	4.94	3.14	6.06	0	8.79	5.83	14.81	5.38	8.79	4.56	5.21	35.78	53.16	13.51	8.47	0	42.05	26.54	19.53	60.21	53.02	43.86	35.68	70.72	37.67
180654		272107804	2018	2	Control_Predator													54.55	71.11	55.63	54.53	70.87	62.39	70.04	55.97	55.6	56.68	53.46	2.6	1.73	10.39	13.81	5.36	4.14	2.7	12.8	5.66	6.66	10.42	4.61	9.3	10.43	22.73	10.02	11.69	8.55	9.66	47.98	48.89	8.79	5.44	2.82	43.8	21.51	18.37	62.53	51.52	48.87	33.9	70.47	35.43
180655		272107217	2018	2	Dull_Predator													71.3	87.73	67.92	67.76	80.34	69.26	72.67	59.95	59.27	63.13	62.31	2.55	8.2	12.29	12.76	3.02	4.67	2.29	16.29	9.61	7.14	12.91	5.59	16.2	12.46	30.96	15.49	20.5	14.7	14.86						41.08	26.36	0	59.33	50.41	40.75	37.34	69.87	34.62
